personna; day ; event; time
cadre;2016-3-18;coffee;7:13
cadre;2016-3-18;shower_on;7:25
cadre;2016-3-18;shower_off;7:30
cadre;2016-3-18;toothbrush;7:32
cadre;2016-3-19;door;10:00
cadre;2016-3-19;light_off;9:58
cadre;2016-3-19;tv_off;9:55
cadre;2016-3-19;clock;8:30
cadre;2016-3-19;heater;8:0
cadre;2016-3-19;light_on;8:31
cadre;2016-3-19;coffee;8:45
cadre;2016-3-19;tv_on;8:45
cadre;2016-3-19;shower_on;9:18
cadre;2016-3-19;shower_off;9:28
cadre;2016-3-19;toothbrush;9:30
cadre;2016-3-20;door;9:00
cadre;2016-3-20;light_off;8:58
cadre;2016-3-20;tv_off;8:55
cadre;2016-3-20;clock;7:30
cadre;2016-3-20;heater;7:0
cadre;2016-3-20;light_on;7:31
cadre;2016-3-20;coffee;7:48
cadre;2016-3-20;tv_on;7:48
cadre;2016-3-20;shower_on;8:21
cadre;2016-3-20;shower_off;8:34
cadre;2016-3-20;toothbrush;8:36
cadre;2016-3-21;door;8:0
cadre;2016-3-21;light_off;7:58
cadre;2016-3-21;clock;7:0
cadre;2016-3-21;heater;6:30
cadre;2016-3-21;light_on;7:1
cadre;2016-3-21;coffee;7:9
cadre;2016-3-21;shower_on;7:22
cadre;2016-3-21;shower_off;7:26
cadre;2016-3-21;toothbrush;7:28
cadre;2016-3-22;door;7:30
cadre;2016-3-22;light_off;7:28
cadre;2016-3-22;clock;6:30
cadre;2016-3-22;heater;6:0
cadre;2016-3-22;light_on;6:31
cadre;2016-3-22;coffee;6:40
cadre;2016-3-22;shower_on;6:48
cadre;2016-3-22;shower_off;6:53
cadre;2016-3-22;toothbrush;6:55
cadre;2016-3-23;door;7:45
cadre;2016-3-23;light_off;7:43
cadre;2016-3-23;clock;6:45
cadre;2016-3-23;heater;6:15
cadre;2016-3-23;light_on;6:46
cadre;2016-3-23;coffee;6:57
cadre;2016-3-23;shower_on;7:10
cadre;2016-3-23;shower_off;7:17
cadre;2016-3-23;toothbrush;7:19
cadre;2016-3-24;door;8:30
cadre;2016-3-24;meeting_happens;9:10
cadre;2016-3-24;light_off;8:28
cadre;2016-3-24;clock;7:30
cadre;2016-3-24;heater;7:0
cadre;2016-3-24;light_on;7:31
cadre;2016-3-24;coffee;7:45
cadre;2016-3-24;shower_on;7:57
cadre;2016-3-24;shower_off;8:2
cadre;2016-3-24;toothbrush;8:4
cadre;2016-3-25;door;7:30
cadre;2016-3-25;meeting_happens;8:10
cadre;2016-3-25;light_off;7:28
cadre;2016-3-25;clock;6:30
cadre;2016-3-25;heater;6:0
cadre;2016-3-25;light_on;6:31
cadre;2016-3-25;coffee;6:47
cadre;2016-3-25;shower_on;6:58
cadre;2016-3-25;shower_off;7:4
cadre;2016-3-25;toothbrush;7:6
cadre;2016-3-26;door;10:00
cadre;2016-3-26;light_off;9:58
cadre;2016-3-26;tv_off;9:55
cadre;2016-3-26;clock;8:30
cadre;2016-3-26;heater;8:0
cadre;2016-3-26;light_on;8:31
cadre;2016-3-26;coffee;8:47
cadre;2016-3-26;tv_on;8:47
cadre;2016-3-26;shower_on;9:24
cadre;2016-3-26;shower_off;9:32
cadre;2016-3-26;toothbrush;9:34
cadre;2016-3-27;door;10:00
cadre;2016-3-27;light_off;9:58
cadre;2016-3-27;tv_off;9:55
cadre;2016-3-27;clock;8:30
cadre;2016-3-27;heater;8:0
cadre;2016-3-27;light_on;8:31
cadre;2016-3-27;coffee;8:44
cadre;2016-3-27;tv_on;8:44
cadre;2016-3-27;shower_on;9:5
cadre;2016-3-27;shower_off;9:17
cadre;2016-3-27;toothbrush;9:19
cadre;2016-3-28;door;9:00
cadre;2016-3-28;light_off;8:58
cadre;2016-3-28;tv_off;8:55
cadre;2016-3-28;clock;7:30
cadre;2016-3-28;heater;7:0
cadre;2016-3-28;light_on;7:31
cadre;2016-3-28;coffee;7:44
cadre;2016-3-28;tv_on;7:44
cadre;2016-3-28;shower_on;8:14
cadre;2016-3-28;shower_off;8:24
cadre;2016-3-28;toothbrush;8:26
cadre;2016-3-29;door;7:15
cadre;2016-3-29;light_off;7:13
cadre;2016-3-29;clock;6:15
cadre;2016-3-29;heater;5:45
cadre;2016-3-29;light_on;6:16
cadre;2016-3-29;coffee;6:24
cadre;2016-3-29;shower_on;6:37
cadre;2016-3-29;shower_off;6:43
cadre;2016-3-29;toothbrush;6:45
cadre;2016-3-30;door;8:45
cadre;2016-3-30;meeting_happens;9:25
cadre;2016-3-30;light_off;8:43
cadre;2016-3-30;clock;7:45
cadre;2016-3-30;heater;7:15
cadre;2016-3-30;light_on;7:46
cadre;2016-3-30;coffee;7:58
cadre;2016-3-30;shower_on;8:7
cadre;2016-3-30;shower_off;8:14
cadre;2016-3-30;toothbrush;8:16
cadre;2016-3-31;door;9:15
cadre;2016-3-31;meeting_happens;9:55
cadre;2016-3-31;light_off;9:13
cadre;2016-3-31;clock;8:15
cadre;2016-3-31;heater;7:45
cadre;2016-3-31;light_on;8:16
cadre;2016-3-31;coffee;8:30
cadre;2016-3-31;shower_on;8:39
cadre;2016-3-31;shower_off;8:45
cadre;2016-3-31;toothbrush;8:47
cadre;2016-4-1;door;8:0
cadre;2016-4-1;meeting_happens;8:40
cadre;2016-4-1;light_off;7:58
cadre;2016-4-1;clock;7:0
cadre;2016-4-1;heater;6:30
cadre;2016-4-1;light_on;7:1
cadre;2016-4-1;coffee;7:16
cadre;2016-4-1;shower_on;7:28
cadre;2016-4-1;shower_off;7:32
cadre;2016-4-1;toothbrush;7:34
cadre;2016-4-2;door;9:00
cadre;2016-4-2;light_off;8:58
cadre;2016-4-2;tv_off;8:55
cadre;2016-4-2;clock;7:30
cadre;2016-4-2;heater;7:0
cadre;2016-4-2;light_on;7:31
cadre;2016-4-2;coffee;7:48
cadre;2016-4-2;tv_on;7:48
cadre;2016-4-2;shower_on;8:20
cadre;2016-4-2;shower_off;8:32
cadre;2016-4-2;toothbrush;8:34
cadre;2016-4-3;door;10:00
cadre;2016-4-3;light_off;9:58
cadre;2016-4-3;tv_off;9:55
cadre;2016-4-3;clock;8:30
cadre;2016-4-3;heater;8:0
cadre;2016-4-3;light_on;8:31
cadre;2016-4-3;coffee;8:46
cadre;2016-4-3;tv_on;8:46
cadre;2016-4-3;shower_on;9:9
cadre;2016-4-3;shower_off;9:22
cadre;2016-4-3;toothbrush;9:24
cadre;2016-4-4;door;8:15
cadre;2016-4-4;light_off;8:13
cadre;2016-4-4;clock;7:15
cadre;2016-4-4;heater;6:45
cadre;2016-4-4;light_on;7:16
cadre;2016-4-4;coffee;7:28
cadre;2016-4-4;shower_on;7:40
cadre;2016-4-4;shower_off;7:47
cadre;2016-4-4;toothbrush;7:49
cadre;2016-4-5;door;7:30
cadre;2016-4-5;light_off;7:28
cadre;2016-4-5;clock;6:30
cadre;2016-4-5;heater;6:0
cadre;2016-4-5;light_on;6:31
cadre;2016-4-5;coffee;6:40
cadre;2016-4-5;shower_on;6:48
cadre;2016-4-5;shower_off;6:54
cadre;2016-4-5;toothbrush;6:56
cadre;2016-4-6;door;7:45
cadre;2016-4-6;light_off;7:43
cadre;2016-4-6;clock;6:45
cadre;2016-4-6;heater;6:15
cadre;2016-4-6;light_on;6:46
cadre;2016-4-6;coffee;6:57
cadre;2016-4-6;shower_on;7:5
cadre;2016-4-6;shower_off;7:9
cadre;2016-4-6;toothbrush;7:11
cadre;2016-4-7;door;8:0
cadre;2016-4-7;meeting_happens;8:40
cadre;2016-4-7;light_off;7:58
cadre;2016-4-7;clock;7:0
cadre;2016-4-7;heater;6:30
cadre;2016-4-7;light_on;7:1
cadre;2016-4-7;coffee;7:14
cadre;2016-4-7;shower_on;7:26
cadre;2016-4-7;shower_off;7:32
cadre;2016-4-7;toothbrush;7:34
cadre;2016-4-8;door;7:15
cadre;2016-4-8;light_off;7:13
cadre;2016-4-8;clock;6:15
cadre;2016-4-8;heater;5:45
cadre;2016-4-8;light_on;6:16
cadre;2016-4-8;coffee;6:27
cadre;2016-4-8;shower_on;6:37
cadre;2016-4-8;shower_off;6:44
cadre;2016-4-8;toothbrush;6:46
cadre;2016-4-9;door;10:00
cadre;2016-4-9;light_off;9:58
cadre;2016-4-9;tv_off;9:55
cadre;2016-4-9;clock;8:30
cadre;2016-4-9;heater;8:0
cadre;2016-4-9;light_on;8:31
cadre;2016-4-9;coffee;8:46
cadre;2016-4-9;tv_on;8:46
cadre;2016-4-9;shower_on;9:7
cadre;2016-4-9;shower_off;9:18
cadre;2016-4-9;toothbrush;9:20
cadre;2016-4-10;door;9:00
cadre;2016-4-10;light_off;8:58
cadre;2016-4-10;tv_off;8:55
cadre;2016-4-10;clock;7:30
cadre;2016-4-10;heater;7:0
cadre;2016-4-10;light_on;7:31
cadre;2016-4-10;coffee;7:46
cadre;2016-4-10;tv_on;7:46
cadre;2016-4-10;shower_on;8:26
cadre;2016-4-10;shower_off;8:37
cadre;2016-4-10;toothbrush;8:39
cadre;2016-4-11;door;8:15
cadre;2016-4-11;light_off;8:13
cadre;2016-4-11;clock;7:15
cadre;2016-4-11;heater;6:45
cadre;2016-4-11;light_on;7:16
cadre;2016-4-11;coffee;7:28
cadre;2016-4-11;shower_on;7:36
cadre;2016-4-11;shower_off;7:43
cadre;2016-4-11;toothbrush;7:45
cadre;2016-4-12;door;8:15
cadre;2016-4-12;light_off;8:13
cadre;2016-4-12;clock;7:15
cadre;2016-4-12;heater;6:45
cadre;2016-4-12;light_on;7:16
cadre;2016-4-12;coffee;7:27
cadre;2016-4-12;shower_on;7:36
cadre;2016-4-12;shower_off;7:40
cadre;2016-4-12;toothbrush;7:42
cadre;2016-4-13;door;7:30
cadre;2016-4-13;light_off;7:28
cadre;2016-4-13;clock;6:30
cadre;2016-4-13;heater;6:0
cadre;2016-4-13;light_on;6:31
cadre;2016-4-13;coffee;6:43
cadre;2016-4-13;shower_on;6:52
cadre;2016-4-13;shower_off;6:57
cadre;2016-4-13;toothbrush;6:59
cadre;2016-4-14;door;8:15
cadre;2016-4-14;light_off;8:13
cadre;2016-4-14;clock;7:15
cadre;2016-4-14;heater;6:45
cadre;2016-4-14;light_on;7:16
cadre;2016-4-14;coffee;7:25
cadre;2016-4-14;shower_on;7:35
cadre;2016-4-14;shower_off;7:39
cadre;2016-4-14;toothbrush;7:41
cadre;2016-4-15;door;7:15
cadre;2016-4-15;light_off;7:13
cadre;2016-4-15;clock;6:15
cadre;2016-4-15;heater;5:45
cadre;2016-4-15;light_on;6:16
cadre;2016-4-15;coffee;6:23
cadre;2016-4-15;shower_on;6:34
cadre;2016-4-15;shower_off;6:41
cadre;2016-4-15;toothbrush;6:43
cadre;2016-4-16;door;9:00
cadre;2016-4-16;light_off;8:58
cadre;2016-4-16;tv_off;8:55
cadre;2016-4-16;clock;7:30
cadre;2016-4-16;heater;7:0
cadre;2016-4-16;light_on;7:31
cadre;2016-4-16;coffee;7:43
cadre;2016-4-16;tv_on;7:43
cadre;2016-4-16;shower_on;8:5
cadre;2016-4-16;shower_off;8:18
cadre;2016-4-16;toothbrush;8:20
cadre;2016-4-17;door;10:00
cadre;2016-4-17;light_off;9:58
cadre;2016-4-17;tv_off;9:55
cadre;2016-4-17;clock;8:30
cadre;2016-4-17;heater;8:0
cadre;2016-4-17;light_on;8:31
cadre;2016-4-17;coffee;8:47
cadre;2016-4-17;tv_on;8:47
cadre;2016-4-17;shower_on;9:21
cadre;2016-4-17;shower_off;9:34
cadre;2016-4-17;toothbrush;9:36
cadre;2016-4-18;door;8:0
cadre;2016-4-18;light_off;7:58
cadre;2016-4-18;clock;7:0
cadre;2016-4-18;heater;6:30
cadre;2016-4-18;light_on;7:1
cadre;2016-4-18;coffee;7:12
cadre;2016-4-18;shower_on;7:22
cadre;2016-4-18;shower_off;7:29
cadre;2016-4-18;toothbrush;7:31
cadre;2016-4-19;door;7:0
cadre;2016-4-19;light_off;6:58
cadre;2016-4-19;clock;6:0
cadre;2016-4-19;heater;5:30
cadre;2016-4-19;light_on;6:1
cadre;2016-4-19;coffee;6:8
cadre;2016-4-19;shower_on;6:18
cadre;2016-4-19;shower_off;6:25
cadre;2016-4-19;toothbrush;6:27
cadre;2016-4-20;door;8:15
cadre;2016-4-20;light_off;8:13
cadre;2016-4-20;clock;7:15
cadre;2016-4-20;heater;6:45
cadre;2016-4-20;light_on;7:16
cadre;2016-4-20;coffee;7:27
cadre;2016-4-20;shower_on;7:40
cadre;2016-4-20;shower_off;7:46
cadre;2016-4-20;toothbrush;7:48
cadre;2016-4-21;door;7:30
cadre;2016-4-21;light_off;7:28
cadre;2016-4-21;clock;6:30
cadre;2016-4-21;heater;6:0
cadre;2016-4-21;light_on;6:31
cadre;2016-4-21;coffee;6:38
cadre;2016-4-21;shower_on;6:50
cadre;2016-4-21;shower_off;6:55
cadre;2016-4-21;toothbrush;6:57
cadre;2016-4-22;door;7:15
cadre;2016-4-22;light_off;7:13
cadre;2016-4-22;clock;6:15
cadre;2016-4-22;heater;5:45
cadre;2016-4-22;light_on;6:16
cadre;2016-4-22;coffee;6:28
cadre;2016-4-22;shower_on;6:37
cadre;2016-4-22;shower_off;6:43
cadre;2016-4-22;toothbrush;6:45
cadre;2016-4-23;door;9:00
cadre;2016-4-23;light_off;8:58
cadre;2016-4-23;tv_off;8:55
cadre;2016-4-23;clock;7:30
cadre;2016-4-23;heater;7:0
cadre;2016-4-23;light_on;7:31
cadre;2016-4-23;coffee;7:46
cadre;2016-4-23;tv_on;7:46
cadre;2016-4-23;shower_on;8:18
cadre;2016-4-23;shower_off;8:28
cadre;2016-4-23;toothbrush;8:30
cadre;2016-4-24;door;9:00
cadre;2016-4-24;light_off;8:58
cadre;2016-4-24;tv_off;8:55
cadre;2016-4-24;clock;7:30
cadre;2016-4-24;heater;7:0
cadre;2016-4-24;light_on;7:31
cadre;2016-4-24;coffee;7:46
cadre;2016-4-24;tv_on;7:46
cadre;2016-4-24;shower_on;8:22
cadre;2016-4-24;shower_off;8:33
cadre;2016-4-24;toothbrush;8:35
cadre;2016-4-25;door;7:15
cadre;2016-4-25;light_off;7:13
cadre;2016-4-25;clock;6:15
cadre;2016-4-25;heater;5:45
cadre;2016-4-25;light_on;6:16
cadre;2016-4-25;coffee;6:26
cadre;2016-4-25;shower_on;6:39
cadre;2016-4-25;shower_off;6:44
cadre;2016-4-25;toothbrush;6:46
cadre;2016-4-26;door;7:0
cadre;2016-4-26;light_off;6:58
cadre;2016-4-26;clock;6:0
cadre;2016-4-26;heater;5:30
cadre;2016-4-26;light_on;6:1
cadre;2016-4-26;coffee;6:11
cadre;2016-4-26;shower_on;6:19
cadre;2016-4-26;shower_off;6:25
cadre;2016-4-26;toothbrush;6:27
cadre;2016-4-27;door;8:0
cadre;2016-4-27;meeting_happens;8:40
cadre;2016-4-27;light_off;7:58
cadre;2016-4-27;clock;7:0
cadre;2016-4-27;heater;6:30
cadre;2016-4-27;light_on;7:1
cadre;2016-4-27;coffee;7:17
cadre;2016-4-27;shower_on;7:27
cadre;2016-4-27;shower_off;7:33
cadre;2016-4-27;toothbrush;7:35
cadre;2016-4-28;door;7:45
cadre;2016-4-28;light_off;7:43
cadre;2016-4-28;clock;6:45
cadre;2016-4-28;heater;6:15
cadre;2016-4-28;light_on;6:46
cadre;2016-4-28;coffee;6:58
cadre;2016-4-28;shower_on;7:9
cadre;2016-4-28;shower_off;7:14
cadre;2016-4-28;toothbrush;7:16
cadre;2016-4-29;door;7:15
cadre;2016-4-29;light_off;7:13
cadre;2016-4-29;clock;6:15
cadre;2016-4-29;heater;5:45
cadre;2016-4-29;light_on;6:16
cadre;2016-4-29;coffee;6:26
cadre;2016-4-29;shower_on;6:38
cadre;2016-4-29;shower_off;6:44
cadre;2016-4-29;toothbrush;6:46
cadre;2016-4-30;door;10:00
cadre;2016-4-30;light_off;9:58
cadre;2016-4-30;tv_off;9:55
cadre;2016-4-30;clock;8:30
cadre;2016-4-30;heater;8:0
cadre;2016-4-30;light_on;8:31
cadre;2016-4-30;coffee;8:48
cadre;2016-4-30;tv_on;8:48
cadre;2016-4-30;shower_on;9:15
cadre;2016-4-30;shower_off;9:26
cadre;2016-4-30;toothbrush;9:28
cadre;2016-5-1;door;9:00
cadre;2016-5-1;light_off;8:58
cadre;2016-5-1;tv_off;8:55
cadre;2016-5-1;clock;7:30
cadre;2016-5-1;heater;7:0
cadre;2016-5-1;light_on;7:31
cadre;2016-5-1;coffee;7:48
cadre;2016-5-1;tv_on;7:48
cadre;2016-5-1;shower_on;8:15
cadre;2016-5-1;shower_off;8:23
cadre;2016-5-1;toothbrush;8:25
cadre;2016-5-2;door;7:0
cadre;2016-5-2;light_off;6:58
cadre;2016-5-2;clock;6:0
cadre;2016-5-2;heater;5:30
cadre;2016-5-2;light_on;6:1
cadre;2016-5-2;coffee;6:12
cadre;2016-5-2;shower_on;6:21
cadre;2016-5-2;shower_off;6:27
cadre;2016-5-2;toothbrush;6:29
cadre;2016-5-3;door;7:45
cadre;2016-5-3;meeting_happens;8:25
cadre;2016-5-3;light_off;7:43
cadre;2016-5-3;clock;6:45
cadre;2016-5-3;heater;6:15
cadre;2016-5-3;light_on;6:46
cadre;2016-5-3;coffee;7:1
cadre;2016-5-3;shower_on;7:10
cadre;2016-5-3;shower_off;7:16
cadre;2016-5-3;toothbrush;7:18
cadre;2016-5-4;door;7:45
cadre;2016-5-4;light_off;7:43
cadre;2016-5-4;clock;6:45
cadre;2016-5-4;heater;6:15
cadre;2016-5-4;light_on;6:46
cadre;2016-5-4;coffee;6:54
cadre;2016-5-4;shower_on;7:2
cadre;2016-5-4;shower_off;7:9
cadre;2016-5-4;toothbrush;7:11
cadre;2016-5-5;door;9:00
cadre;2016-5-5;light_off;8:58
cadre;2016-5-5;tv_off;8:55
cadre;2016-5-5;clock;7:30
cadre;2016-5-5;heater;7:0
cadre;2016-5-5;light_on;7:31
cadre;2016-5-5;coffee;7:46
cadre;2016-5-5;tv_on;7:46
cadre;2016-5-5;shower_on;8:14
cadre;2016-5-5;shower_off;8:25
cadre;2016-5-5;toothbrush;8:27
cadre;2016-5-6;door;8:0
cadre;2016-5-6;light_off;7:58
cadre;2016-5-6;clock;7:0
cadre;2016-5-6;heater;6:30
cadre;2016-5-6;light_on;7:1
cadre;2016-5-6;coffee;7:10
cadre;2016-5-6;shower_on;7:22
cadre;2016-5-6;shower_off;7:29
cadre;2016-5-6;toothbrush;7:31
cadre;2016-5-7;door;10:00
cadre;2016-5-7;light_off;9:58
cadre;2016-5-7;tv_off;9:55
cadre;2016-5-7;clock;8:30
cadre;2016-5-7;heater;8:0
cadre;2016-5-7;light_on;8:31
cadre;2016-5-7;coffee;8:48
cadre;2016-5-7;tv_on;8:48
cadre;2016-5-7;shower_on;9:9
cadre;2016-5-7;shower_off;9:17
cadre;2016-5-7;toothbrush;9:19
cadre;2016-5-8;door;10:00
cadre;2016-5-8;light_off;9:58
cadre;2016-5-8;tv_off;9:55
cadre;2016-5-8;clock;8:30
cadre;2016-5-8;heater;8:0
cadre;2016-5-8;light_on;8:31
cadre;2016-5-8;coffee;8:48
cadre;2016-5-8;tv_on;8:48
cadre;2016-5-8;shower_on;9:27
cadre;2016-5-8;shower_off;9:37
cadre;2016-5-8;toothbrush;9:39
cadre;2016-5-9;door;7:0
cadre;2016-5-9;light_off;6:58
cadre;2016-5-9;clock;6:0
cadre;2016-5-9;heater;5:30
cadre;2016-5-9;light_on;6:1
cadre;2016-5-9;coffee;6:8
cadre;2016-5-9;shower_on;6:16
cadre;2016-5-9;shower_off;6:22
cadre;2016-5-9;toothbrush;6:24
cadre;2016-5-10;door;8:0
cadre;2016-5-10;light_off;7:58
cadre;2016-5-10;clock;7:0
cadre;2016-5-10;heater;6:30
cadre;2016-5-10;light_on;7:1
cadre;2016-5-10;coffee;7:11
cadre;2016-5-10;shower_on;7:24
cadre;2016-5-10;shower_off;7:28
cadre;2016-5-10;toothbrush;7:30
cadre;2016-5-11;door;7:45
cadre;2016-5-11;light_off;7:43
cadre;2016-5-11;clock;6:45
cadre;2016-5-11;heater;6:15
cadre;2016-5-11;light_on;6:46
cadre;2016-5-11;coffee;6:58
cadre;2016-5-11;shower_on;7:9
cadre;2016-5-11;shower_off;7:15
cadre;2016-5-11;toothbrush;7:17
cadre;2016-5-12;door;7:0
cadre;2016-5-12;light_off;6:58
cadre;2016-5-12;clock;6:0
cadre;2016-5-12;heater;5:30
cadre;2016-5-12;light_on;6:1
cadre;2016-5-12;coffee;6:12
cadre;2016-5-12;shower_on;6:22
cadre;2016-5-12;shower_off;6:29
cadre;2016-5-12;toothbrush;6:31
cadre;2016-5-13;door;7:45
cadre;2016-5-13;light_off;7:43
cadre;2016-5-13;clock;6:45
cadre;2016-5-13;heater;6:15
cadre;2016-5-13;light_on;6:46
cadre;2016-5-13;coffee;6:54
cadre;2016-5-13;shower_on;7:2
cadre;2016-5-13;shower_off;7:7
cadre;2016-5-13;toothbrush;7:9
cadre;2016-5-14;door;9:00
cadre;2016-5-14;light_off;8:58
cadre;2016-5-14;tv_off;8:55
cadre;2016-5-14;clock;7:30
cadre;2016-5-14;heater;7:0
cadre;2016-5-14;light_on;7:31
cadre;2016-5-14;coffee;7:48
cadre;2016-5-14;tv_on;7:48
cadre;2016-5-14;shower_on;8:24
cadre;2016-5-14;shower_off;8:32
cadre;2016-5-14;toothbrush;8:34
cadre;2016-5-15;door;10:00
cadre;2016-5-15;light_off;9:58
cadre;2016-5-15;tv_off;9:55
cadre;2016-5-15;clock;8:30
cadre;2016-5-15;heater;8:0
cadre;2016-5-15;light_on;8:31
cadre;2016-5-15;coffee;8:45
cadre;2016-5-15;tv_on;8:45
cadre;2016-5-15;shower_on;9:25
cadre;2016-5-15;shower_off;9:35
cadre;2016-5-15;toothbrush;9:37
cadre;2016-5-16;door;10:00
cadre;2016-5-16;light_off;9:58
cadre;2016-5-16;tv_off;9:55
cadre;2016-5-16;clock;8:30
cadre;2016-5-16;heater;8:0
cadre;2016-5-16;light_on;8:31
cadre;2016-5-16;coffee;8:47
cadre;2016-5-16;tv_on;8:47
cadre;2016-5-16;shower_on;9:17
cadre;2016-5-16;shower_off;9:25
cadre;2016-5-16;toothbrush;9:27
cadre;2016-5-17;door;7:0
cadre;2016-5-17;light_off;6:58
cadre;2016-5-17;clock;6:0
cadre;2016-5-17;heater;5:30
cadre;2016-5-17;light_on;6:1
cadre;2016-5-17;coffee;6:9
cadre;2016-5-17;shower_on;6:22
cadre;2016-5-17;shower_off;6:27
cadre;2016-5-17;toothbrush;6:29
cadre;2016-5-18;door;7:45
cadre;2016-5-18;light_off;7:43
cadre;2016-5-18;clock;6:45
cadre;2016-5-18;heater;6:15
cadre;2016-5-18;light_on;6:46
cadre;2016-5-18;coffee;6:56
cadre;2016-5-18;shower_on;7:4
cadre;2016-5-18;shower_off;7:9
cadre;2016-5-18;toothbrush;7:11
cadre;2016-5-19;door;8:0
cadre;2016-5-19;light_off;7:58
cadre;2016-5-19;clock;7:0
cadre;2016-5-19;heater;6:30
cadre;2016-5-19;light_on;7:1
cadre;2016-5-19;coffee;7:13
cadre;2016-5-19;shower_on;7:24
cadre;2016-5-19;shower_off;7:30
cadre;2016-5-19;toothbrush;7:32
cadre;2016-5-20;door;7:15
cadre;2016-5-20;light_off;7:13
cadre;2016-5-20;clock;6:15
cadre;2016-5-20;heater;5:45
cadre;2016-5-20;light_on;6:16
cadre;2016-5-20;coffee;6:26
cadre;2016-5-20;shower_on;6:34
cadre;2016-5-20;shower_off;6:39
cadre;2016-5-20;toothbrush;6:41
cadre;2016-5-21;door;10:00
cadre;2016-5-21;light_off;9:58
cadre;2016-5-21;tv_off;9:55
cadre;2016-5-21;clock;8:30
cadre;2016-5-21;heater;8:0
cadre;2016-5-21;light_on;8:31
cadre;2016-5-21;coffee;8:44
cadre;2016-5-21;tv_on;8:44
cadre;2016-5-21;shower_on;9:19
cadre;2016-5-21;shower_off;9:32
cadre;2016-5-21;toothbrush;9:34
cadre;2016-5-22;door;9:00
cadre;2016-5-22;light_off;8:58
cadre;2016-5-22;tv_off;8:55
cadre;2016-5-22;clock;7:30
cadre;2016-5-22;heater;7:0
cadre;2016-5-22;light_on;7:31
cadre;2016-5-22;coffee;7:48
cadre;2016-5-22;tv_on;7:48
cadre;2016-5-22;shower_on;8:28
cadre;2016-5-22;shower_off;8:39
cadre;2016-5-22;toothbrush;8:41
cadre;2016-5-23;door;7:15
cadre;2016-5-23;light_off;7:13
cadre;2016-5-23;clock;6:15
cadre;2016-5-23;heater;5:45
cadre;2016-5-23;light_on;6:16
cadre;2016-5-23;coffee;6:24
cadre;2016-5-23;shower_on;6:34
cadre;2016-5-23;shower_off;6:40
cadre;2016-5-23;toothbrush;6:42
cadre;2016-5-24;door;7:45
cadre;2016-5-24;light_off;7:43
cadre;2016-5-24;clock;6:45
cadre;2016-5-24;heater;6:15
cadre;2016-5-24;light_on;6:46
cadre;2016-5-24;coffee;6:56
cadre;2016-5-24;shower_on;7:7
cadre;2016-5-24;shower_off;7:12
cadre;2016-5-24;toothbrush;7:14
cadre;2016-5-25;door;8:0
cadre;2016-5-25;light_off;7:58
cadre;2016-5-25;clock;7:0
cadre;2016-5-25;heater;6:30
cadre;2016-5-25;light_on;7:1
cadre;2016-5-25;coffee;7:8
cadre;2016-5-25;shower_on;7:18
cadre;2016-5-25;shower_off;7:25
cadre;2016-5-25;toothbrush;7:27
cadre;2016-5-26;door;7:0
cadre;2016-5-26;light_off;6:58
cadre;2016-5-26;clock;6:0
cadre;2016-5-26;heater;5:30
cadre;2016-5-26;light_on;6:1
cadre;2016-5-26;coffee;6:9
cadre;2016-5-26;shower_on;6:20
cadre;2016-5-26;shower_off;6:24
cadre;2016-5-26;toothbrush;6:26
cadre;2016-5-27;door;8:0
cadre;2016-5-27;light_off;7:58
cadre;2016-5-27;clock;7:0
cadre;2016-5-27;heater;6:30
cadre;2016-5-27;light_on;7:1
cadre;2016-5-27;coffee;7:9
cadre;2016-5-27;shower_on;7:17
cadre;2016-5-27;shower_off;7:22
cadre;2016-5-27;toothbrush;7:24
cadre;2016-5-28;door;9:00
cadre;2016-5-28;light_off;8:58
cadre;2016-5-28;tv_off;8:55
cadre;2016-5-28;clock;7:30
cadre;2016-5-28;heater;7:0
cadre;2016-5-28;light_on;7:31
cadre;2016-5-28;coffee;7:46
cadre;2016-5-28;tv_on;7:46
cadre;2016-5-28;shower_on;8:14
cadre;2016-5-28;shower_off;8:24
cadre;2016-5-28;toothbrush;8:26
cadre;2016-5-29;door;10:00
cadre;2016-5-29;light_off;9:58
cadre;2016-5-29;tv_off;9:55
cadre;2016-5-29;clock;8:30
cadre;2016-5-29;heater;8:0
cadre;2016-5-29;light_on;8:31
cadre;2016-5-29;coffee;8:45
cadre;2016-5-29;tv_on;8:45
cadre;2016-5-29;shower_on;9:12
cadre;2016-5-29;shower_off;9:23
cadre;2016-5-29;toothbrush;9:25
cadre;2016-5-30;door;8:15
cadre;2016-5-30;light_off;8:13
cadre;2016-5-30;clock;7:15
cadre;2016-5-30;heater;6:45
cadre;2016-5-30;light_on;7:16
cadre;2016-5-30;coffee;7:28
cadre;2016-5-30;shower_on;7:39
cadre;2016-5-30;shower_off;7:46
cadre;2016-5-30;toothbrush;7:48
cadre;2016-5-31;door;7:30
cadre;2016-5-31;light_off;7:28
cadre;2016-5-31;clock;6:30
cadre;2016-5-31;heater;6:0
cadre;2016-5-31;light_on;6:31
cadre;2016-5-31;coffee;6:43
cadre;2016-5-31;shower_on;6:53
cadre;2016-5-31;shower_off;6:57
cadre;2016-5-31;toothbrush;6:59
cadre;2016-6-1;door;7:30
cadre;2016-6-1;light_off;7:28
cadre;2016-6-1;clock;6:30
cadre;2016-6-1;heater;6:0
