personna; day ; event; time
veto;2016-3-17;light_off;7:58
veto;2016-3-17;clock;7:0
veto;2016-3-17;heater;6:30
veto;2016-3-17;light_on;7:1
veto;2016-3-17;coffee;7:10
veto;2016-3-17;shower_on;7:20
veto;2016-3-17;shower_off;7:25
veto;2016-3-17;toothbrush;7:27
veto;2016-3-18;garage;7:30
veto;2016-3-18;light_off;7:28
veto;2016-3-18;clock;6:30
veto;2016-3-18;heater;6:0
veto;2016-3-18;light_on;6:31
veto;2016-3-18;coffee;6:38
veto;2016-3-18;shower_on;6:49
veto;2016-3-18;shower_off;6:54
veto;2016-3-18;toothbrush;6:56
veto;2016-3-19;garage;9:00
veto;2016-3-19;light_off;8:58
veto;2016-3-19;tv_off;8:55
veto;2016-3-19;clock;7:30
veto;2016-3-19;heater;7:0
veto;2016-3-19;light_on;7:31
veto;2016-3-19;coffee;7:46
veto;2016-3-19;tv_on;7:46
veto;2016-3-19;shower_on;8:23
veto;2016-3-19;shower_off;8:34
veto;2016-3-19;toothbrush;8:36
veto;2016-3-20;garage;9:00
veto;2016-3-20;light_off;8:58
veto;2016-3-20;tv_off;8:55
veto;2016-3-20;clock;7:30
veto;2016-3-20;heater;7:0
veto;2016-3-20;light_on;7:31
veto;2016-3-20;coffee;7:48
veto;2016-3-20;tv_on;7:48
veto;2016-3-20;shower_on;8:22
veto;2016-3-20;shower_off;8:34
veto;2016-3-20;toothbrush;8:36
veto;2016-3-21;garage;8:30
veto;2016-3-21;light_off;8:28
veto;2016-3-21;clock;7:30
veto;2016-3-21;heater;7:0
veto;2016-3-21;light_on;7:31
veto;2016-3-21;coffee;7:43
veto;2016-3-21;shower_on;7:55
veto;2016-3-21;shower_off;8:1
veto;2016-3-21;toothbrush;8:3
veto;2016-3-22;garage;7:45
veto;2016-3-22;light_off;7:43
veto;2016-3-22;clock;6:45
veto;2016-3-22;heater;6:15
veto;2016-3-22;light_on;6:46
veto;2016-3-22;coffee;6:58
veto;2016-3-22;shower_on;7:11
veto;2016-3-22;shower_off;7:15
veto;2016-3-22;toothbrush;7:17
veto;2016-3-23;garage;8:0
veto;2016-3-23;light_off;7:58
veto;2016-3-23;clock;7:0
veto;2016-3-23;heater;6:30
veto;2016-3-23;light_on;7:1
veto;2016-3-23;coffee;7:12
veto;2016-3-23;shower_on;7:21
veto;2016-3-23;shower_off;7:26
veto;2016-3-23;toothbrush;7:28
veto;2016-3-23;clock;7:0
veto;2016-3-23;heater;6:30
veto;2016-3-23;light_on;4:22
veto;2016-3-23;coffee;4:28
veto;2016-3-23;door;4:31
veto;2016-3-24;garage;8:0
veto;2016-3-24;light_off;7:58
veto;2016-3-24;clock;7:0
veto;2016-3-24;heater;6:30
veto;2016-3-24;light_on;7:1
veto;2016-3-24;coffee;7:13
veto;2016-3-24;shower_on;7:22
veto;2016-3-24;shower_off;7:26
veto;2016-3-24;toothbrush;7:28
veto;2016-3-25;garage;7:30
veto;2016-3-25;light_off;7:28
veto;2016-3-25;clock;6:30
veto;2016-3-25;heater;6:0
veto;2016-3-25;light_on;6:31
veto;2016-3-25;coffee;6:40
veto;2016-3-25;shower_on;6:53
veto;2016-3-25;shower_off;7:0
veto;2016-3-25;toothbrush;7:2
veto;2016-3-26;garage;9:00
veto;2016-3-26;light_off;8:58
veto;2016-3-26;tv_off;8:55
veto;2016-3-26;clock;7:30
veto;2016-3-26;heater;7:0
veto;2016-3-26;light_on;7:31
veto;2016-3-26;coffee;7:44
veto;2016-3-26;tv_on;7:44
veto;2016-3-26;shower_on;8:16
veto;2016-3-26;shower_off;8:27
veto;2016-3-26;toothbrush;8:29
veto;2016-3-27;garage;9:00
veto;2016-3-27;light_off;8:58
veto;2016-3-27;tv_off;8:55
veto;2016-3-27;clock;7:30
veto;2016-3-27;heater;7:0
veto;2016-3-27;light_on;7:31
veto;2016-3-27;coffee;7:43
veto;2016-3-27;tv_on;7:43
veto;2016-3-27;shower_on;8:17
veto;2016-3-27;shower_off;8:25
veto;2016-3-27;toothbrush;8:27
veto;2016-3-28;garage;9:00
veto;2016-3-28;light_off;8:58
veto;2016-3-28;tv_off;8:55
veto;2016-3-28;clock;7:30
veto;2016-3-28;heater;7:0
veto;2016-3-28;light_on;7:31
veto;2016-3-28;coffee;7:48
veto;2016-3-28;tv_on;7:48
veto;2016-3-28;shower_on;8:27
veto;2016-3-28;shower_off;8:35
veto;2016-3-28;toothbrush;8:37
veto;2016-3-29;garage;7:30
veto;2016-3-29;light_off;7:28
veto;2016-3-29;clock;6:30
veto;2016-3-29;heater;6:0
veto;2016-3-29;light_on;6:31
veto;2016-3-29;coffee;6:46
veto;2016-3-29;shower_on;6:55
veto;2016-3-29;shower_off;7:1
veto;2016-3-29;toothbrush;7:3
veto;2016-3-30;garage;8:30
veto;2016-3-30;light_off;8:28
veto;2016-3-30;clock;7:30
veto;2016-3-30;heater;7:0
veto;2016-3-30;light_on;7:31
veto;2016-3-30;coffee;7:39
veto;2016-3-30;shower_on;7:51
veto;2016-3-30;shower_off;7:57
veto;2016-3-30;toothbrush;7:59
veto;2016-3-31;garage;7:45
veto;2016-3-31;light_off;7:43
veto;2016-3-31;clock;6:45
veto;2016-3-31;heater;6:15
veto;2016-3-31;light_on;6:46
veto;2016-3-31;coffee;6:57
veto;2016-3-31;shower_on;7:7
veto;2016-3-31;shower_off;7:14
veto;2016-3-31;toothbrush;7:16
veto;2016-4-1;garage;8:45
veto;2016-4-1;light_off;8:43
veto;2016-4-1;clock;7:45
veto;2016-4-1;heater;7:15
veto;2016-4-1;light_on;7:46
veto;2016-4-1;coffee;7:53
veto;2016-4-1;shower_on;8:6
veto;2016-4-1;shower_off;8:11
veto;2016-4-1;toothbrush;8:13
veto;2016-4-1;clock;7:0
veto;2016-4-1;heater;6:30
veto;2016-4-1;light_on;4:53
veto;2016-4-1;coffee;4:58
veto;2016-4-1;door;5:1
veto;2016-4-2;garage;10:00
veto;2016-4-2;light_off;9:58
veto;2016-4-2;tv_off;9:55
veto;2016-4-2;clock;8:30
veto;2016-4-2;heater;8:0
veto;2016-4-2;light_on;8:31
veto;2016-4-2;coffee;8:48
veto;2016-4-2;tv_on;8:48
veto;2016-4-2;shower_on;9:26
veto;2016-4-2;shower_off;9:39
veto;2016-4-2;toothbrush;9:41
veto;2016-4-3;garage;9:00
veto;2016-4-3;light_off;8:58
veto;2016-4-3;tv_off;8:55
veto;2016-4-3;clock;7:30
veto;2016-4-3;heater;7:0
veto;2016-4-3;light_on;7:31
veto;2016-4-3;coffee;7:43
veto;2016-4-3;tv_on;7:43
veto;2016-4-3;shower_on;8:4
veto;2016-4-3;shower_off;8:17
veto;2016-4-3;toothbrush;8:19
veto;2016-4-3;clock;7:0
veto;2016-4-3;heater;6:30
veto;2016-4-3;light_on;3:49
veto;2016-4-3;coffee;3:53
veto;2016-4-3;door;3:56
veto;2016-4-4;garage;8:30
veto;2016-4-4;light_off;8:28
veto;2016-4-4;clock;7:30
veto;2016-4-4;heater;7:0
veto;2016-4-4;light_on;7:31
veto;2016-4-4;coffee;7:38
veto;2016-4-4;shower_on;7:48
veto;2016-4-4;shower_off;7:55
veto;2016-4-4;toothbrush;7:57
veto;2016-4-5;garage;8:15
veto;2016-4-5;light_off;8:13
veto;2016-4-5;clock;7:15
veto;2016-4-5;heater;6:45
veto;2016-4-5;light_on;7:16
veto;2016-4-5;coffee;7:27
veto;2016-4-5;shower_on;7:37
veto;2016-4-5;shower_off;7:41
veto;2016-4-5;toothbrush;7:43
veto;2016-4-6;garage;7:45
veto;2016-4-6;light_off;7:43
veto;2016-4-6;clock;6:45
veto;2016-4-6;heater;6:15
veto;2016-4-6;light_on;6:46
veto;2016-4-6;coffee;6:53
veto;2016-4-6;shower_on;7:2
veto;2016-4-6;shower_off;7:7
veto;2016-4-6;toothbrush;7:9
veto;2016-4-7;garage;8:0
veto;2016-4-7;light_off;7:58
veto;2016-4-7;clock;7:0
veto;2016-4-7;heater;6:30
veto;2016-4-7;light_on;7:1
veto;2016-4-7;coffee;7:11
veto;2016-4-7;shower_on;7:23
veto;2016-4-7;shower_off;7:28
veto;2016-4-7;toothbrush;7:30
veto;2016-4-8;garage;7:30
veto;2016-4-8;light_off;7:28
veto;2016-4-8;clock;6:30
veto;2016-4-8;heater;6:0
veto;2016-4-8;light_on;6:31
veto;2016-4-8;coffee;6:41
veto;2016-4-8;shower_on;6:49
veto;2016-4-8;shower_off;6:53
veto;2016-4-8;toothbrush;6:55
veto;2016-4-9;garage;9:00
veto;2016-4-9;light_off;8:58
veto;2016-4-9;tv_off;8:55
veto;2016-4-9;clock;7:30
veto;2016-4-9;heater;7:0
veto;2016-4-9;light_on;7:31
veto;2016-4-9;coffee;7:48
veto;2016-4-9;tv_on;7:48
veto;2016-4-9;shower_on;8:17
veto;2016-4-9;shower_off;8:26
veto;2016-4-9;toothbrush;8:28
veto;2016-4-10;garage;9:00
veto;2016-4-10;light_off;8:58
veto;2016-4-10;tv_off;8:55
veto;2016-4-10;clock;7:30
veto;2016-4-10;heater;7:0
veto;2016-4-10;light_on;7:31
veto;2016-4-10;coffee;7:44
veto;2016-4-10;tv_on;7:44
veto;2016-4-10;shower_on;8:16
veto;2016-4-10;shower_off;8:29
veto;2016-4-10;toothbrush;8:31
veto;2016-4-11;garage;8:15
veto;2016-4-11;light_off;8:13
veto;2016-4-11;clock;7:15
veto;2016-4-11;heater;6:45
veto;2016-4-11;light_on;7:16
veto;2016-4-11;coffee;7:25
veto;2016-4-11;shower_on;7:36
veto;2016-4-11;shower_off;7:43
veto;2016-4-11;toothbrush;7:45
veto;2016-4-12;garage;7:45
veto;2016-4-12;light_off;7:43
veto;2016-4-12;clock;6:45
veto;2016-4-12;heater;6:15
veto;2016-4-12;light_on;6:46
veto;2016-4-12;coffee;6:58
veto;2016-4-12;shower_on;7:9
veto;2016-4-12;shower_off;7:13
veto;2016-4-12;toothbrush;7:15
veto;2016-4-13;garage;8:15
veto;2016-4-13;light_off;8:13
veto;2016-4-13;clock;7:15
veto;2016-4-13;heater;6:45
veto;2016-4-13;light_on;7:16
veto;2016-4-13;coffee;7:27
veto;2016-4-13;shower_on;7:36
veto;2016-4-13;shower_off;7:40
veto;2016-4-13;toothbrush;7:42
veto;2016-4-13;clock;7:0
veto;2016-4-13;heater;6:30
veto;2016-4-13;light_on;3:32
veto;2016-4-13;coffee;3:37
veto;2016-4-13;door;3:40
veto;2016-4-14;garage;8:45
veto;2016-4-14;light_off;8:43
veto;2016-4-14;clock;7:45
veto;2016-4-14;heater;7:15
veto;2016-4-14;light_on;7:46
veto;2016-4-14;coffee;7:55
veto;2016-4-14;shower_on;8:3
veto;2016-4-14;shower_off;8:7
veto;2016-4-14;toothbrush;8:9
veto;2016-4-15;garage;7:45
veto;2016-4-15;light_off;7:43
veto;2016-4-15;clock;6:45
veto;2016-4-15;heater;6:15
veto;2016-4-15;light_on;6:46
veto;2016-4-15;coffee;6:56
veto;2016-4-15;shower_on;7:7
veto;2016-4-15;shower_off;7:12
veto;2016-4-15;toothbrush;7:14
veto;2016-4-16;garage;10:00
veto;2016-4-16;light_off;9:58
veto;2016-4-16;tv_off;9:55
veto;2016-4-16;clock;8:30
veto;2016-4-16;heater;8:0
veto;2016-4-16;light_on;8:31
veto;2016-4-16;coffee;8:47
veto;2016-4-16;tv_on;8:47
veto;2016-4-16;shower_on;9:12
veto;2016-4-16;shower_off;9:23
veto;2016-4-16;toothbrush;9:25
veto;2016-4-17;garage;10:00
veto;2016-4-17;light_off;9:58
veto;2016-4-17;tv_off;9:55
veto;2016-4-17;clock;8:30
veto;2016-4-17;heater;8:0
veto;2016-4-17;light_on;8:31
veto;2016-4-17;coffee;8:45
veto;2016-4-17;tv_on;8:45
veto;2016-4-17;shower_on;9:14
veto;2016-4-17;shower_off;9:24
veto;2016-4-17;toothbrush;9:26
veto;2016-4-18;garage;7:30
veto;2016-4-18;light_off;7:28
veto;2016-4-18;clock;6:30
veto;2016-4-18;heater;6:0
veto;2016-4-18;light_on;6:31
veto;2016-4-18;coffee;6:42
veto;2016-4-18;shower_on;6:54
veto;2016-4-18;shower_off;7:1
veto;2016-4-18;toothbrush;7:3
veto;2016-4-19;garage;7:30
veto;2016-4-19;light_off;7:28
veto;2016-4-19;clock;6:30
veto;2016-4-19;heater;6:0
veto;2016-4-19;light_on;6:31
veto;2016-4-19;coffee;6:38
veto;2016-4-19;shower_on;6:49
veto;2016-4-19;shower_off;6:54
veto;2016-4-19;toothbrush;6:56
veto;2016-4-20;garage;8:45
veto;2016-4-20;light_off;8:43
veto;2016-4-20;clock;7:45
veto;2016-4-20;heater;7:15
veto;2016-4-20;light_on;7:46
veto;2016-4-20;coffee;7:53
veto;2016-4-20;shower_on;8:4
veto;2016-4-20;shower_off;8:9
veto;2016-4-20;toothbrush;8:11
veto;2016-4-21;garage;8:45
veto;2016-4-21;light_off;8:43
veto;2016-4-21;clock;7:45
veto;2016-4-21;heater;7:15
veto;2016-4-21;light_on;7:46
veto;2016-4-21;coffee;7:57
veto;2016-4-21;shower_on;8:6
veto;2016-4-21;shower_off;8:11
veto;2016-4-21;toothbrush;8:13
veto;2016-4-22;garage;7:45
veto;2016-4-22;light_off;7:43
veto;2016-4-22;clock;6:45
veto;2016-4-22;heater;6:15
veto;2016-4-22;light_on;6:46
veto;2016-4-22;coffee;6:55
veto;2016-4-22;shower_on;7:3
veto;2016-4-22;shower_off;7:7
veto;2016-4-22;toothbrush;7:9
veto;2016-4-22;clock;7:0
veto;2016-4-22;heater;6:30
veto;2016-4-22;light_on;4:18
veto;2016-4-22;coffee;4:24
veto;2016-4-22;door;4:27
veto;2016-4-23;garage;9:00
veto;2016-4-23;light_off;8:58
veto;2016-4-23;tv_off;8:55
veto;2016-4-23;clock;7:30
veto;2016-4-23;heater;7:0
veto;2016-4-23;light_on;7:31
veto;2016-4-23;coffee;7:48
veto;2016-4-23;tv_on;7:48
veto;2016-4-23;shower_on;8:28
veto;2016-4-23;shower_off;8:37
veto;2016-4-23;toothbrush;8:39
veto;2016-4-24;garage;10:00
veto;2016-4-24;light_off;9:58
veto;2016-4-24;tv_off;9:55
veto;2016-4-24;clock;8:30
veto;2016-4-24;heater;8:0
veto;2016-4-24;light_on;8:31
veto;2016-4-24;coffee;8:48
veto;2016-4-24;tv_on;8:48
veto;2016-4-24;shower_on;9:17
veto;2016-4-24;shower_off;9:30
veto;2016-4-24;toothbrush;9:32
veto;2016-4-25;garage;8:30
veto;2016-4-25;light_off;8:28
veto;2016-4-25;clock;7:30
veto;2016-4-25;heater;7:0
veto;2016-4-25;light_on;7:31
veto;2016-4-25;coffee;7:38
veto;2016-4-25;shower_on;7:51
veto;2016-4-25;shower_off;7:56
veto;2016-4-25;toothbrush;7:58
veto;2016-4-26;garage;8:15
veto;2016-4-26;light_off;8:13
veto;2016-4-26;clock;7:15
veto;2016-4-26;heater;6:45
veto;2016-4-26;light_on;7:16
veto;2016-4-26;coffee;7:24
veto;2016-4-26;shower_on;7:32
veto;2016-4-26;shower_off;7:37
veto;2016-4-26;toothbrush;7:39
veto;2016-4-27;garage;8:0
veto;2016-4-27;light_off;7:58
veto;2016-4-27;clock;7:0
veto;2016-4-27;heater;6:30
veto;2016-4-27;light_on;7:1
veto;2016-4-27;coffee;7:8
veto;2016-4-27;shower_on;7:21
veto;2016-4-27;shower_off;7:25
veto;2016-4-27;toothbrush;7:27
veto;2016-4-28;garage;8:15
veto;2016-4-28;light_off;8:13
veto;2016-4-28;clock;7:15
veto;2016-4-28;heater;6:45
veto;2016-4-28;light_on;7:16
veto;2016-4-28;coffee;7:25
veto;2016-4-28;shower_on;7:33
veto;2016-4-28;shower_off;7:37
veto;2016-4-28;toothbrush;7:39
veto;2016-4-29;garage;8:45
veto;2016-4-29;light_off;8:43
veto;2016-4-29;clock;7:45
veto;2016-4-29;heater;7:15
veto;2016-4-29;light_on;7:46
veto;2016-4-29;coffee;7:57
veto;2016-4-29;shower_on;8:10
veto;2016-4-29;shower_off;8:16
veto;2016-4-29;toothbrush;8:18
veto;2016-4-30;garage;9:00
veto;2016-4-30;light_off;8:58
veto;2016-4-30;tv_off;8:55
veto;2016-4-30;clock;7:30
veto;2016-4-30;heater;7:0
veto;2016-4-30;light_on;7:31
veto;2016-4-30;coffee;7:48
veto;2016-4-30;tv_on;7:48
veto;2016-4-30;shower_on;8:13
veto;2016-4-30;shower_off;8:21
veto;2016-4-30;toothbrush;8:23
veto;2016-5-1;garage;10:00
veto;2016-5-1;light_off;9:58
veto;2016-5-1;tv_off;9:55
veto;2016-5-1;clock;8:30
veto;2016-5-1;heater;8:0
veto;2016-5-1;light_on;8:31
veto;2016-5-1;coffee;8:44
veto;2016-5-1;tv_on;8:44
veto;2016-5-1;shower_on;9:9
veto;2016-5-1;shower_off;9:20
veto;2016-5-1;toothbrush;9:22
veto;2016-5-2;garage;7:30
veto;2016-5-2;light_off;7:28
veto;2016-5-2;clock;6:30
veto;2016-5-2;heater;6:0
veto;2016-5-2;light_on;6:31
veto;2016-5-2;coffee;6:42
veto;2016-5-2;shower_on;6:53
veto;2016-5-2;shower_off;6:57
veto;2016-5-2;toothbrush;6:59
veto;2016-5-3;garage;8:30
veto;2016-5-3;light_off;8:28
veto;2016-5-3;clock;7:30
veto;2016-5-3;heater;7:0
veto;2016-5-3;light_on;7:31
veto;2016-5-3;coffee;7:41
veto;2016-5-3;shower_on;7:49
veto;2016-5-3;shower_off;7:55
veto;2016-5-3;toothbrush;7:57
veto;2016-5-4;garage;8:30
veto;2016-5-4;light_off;8:28
veto;2016-5-4;clock;7:30
veto;2016-5-4;heater;7:0
veto;2016-5-4;light_on;7:31
veto;2016-5-4;coffee;7:43
veto;2016-5-4;shower_on;7:56
veto;2016-5-4;shower_off;8:3
veto;2016-5-4;toothbrush;8:5
veto;2016-5-5;garage;9:00
veto;2016-5-5;light_off;8:58
veto;2016-5-5;tv_off;8:55
veto;2016-5-5;clock;7:30
veto;2016-5-5;heater;7:0
veto;2016-5-5;light_on;7:31
veto;2016-5-5;coffee;7:43
veto;2016-5-5;tv_on;7:43
veto;2016-5-5;shower_on;8:22
veto;2016-5-5;shower_off;8:30
veto;2016-5-5;toothbrush;8:32
veto;2016-5-6;garage;7:30
veto;2016-5-6;light_off;7:28
veto;2016-5-6;clock;6:30
veto;2016-5-6;heater;6:0
veto;2016-5-6;light_on;6:31
veto;2016-5-6;coffee;6:42
veto;2016-5-6;shower_on;6:53
veto;2016-5-6;shower_off;6:59
veto;2016-5-6;toothbrush;7:1
veto;2016-5-7;garage;10:00
veto;2016-5-7;light_off;9:58
veto;2016-5-7;tv_off;9:55
veto;2016-5-7;clock;8:30
veto;2016-5-7;heater;8:0
veto;2016-5-7;light_on;8:31
veto;2016-5-7;coffee;8:44
veto;2016-5-7;tv_on;8:44
veto;2016-5-7;shower_on;9:24
veto;2016-5-7;shower_off;9:32
veto;2016-5-7;toothbrush;9:34
veto;2016-5-8;garage;9:00
veto;2016-5-8;light_off;8:58
veto;2016-5-8;tv_off;8:55
veto;2016-5-8;clock;7:30
veto;2016-5-8;heater;7:0
veto;2016-5-8;light_on;7:31
veto;2016-5-8;coffee;7:47
veto;2016-5-8;tv_on;7:47
veto;2016-5-8;shower_on;8:12
veto;2016-5-8;shower_off;8:20
veto;2016-5-8;toothbrush;8:22
veto;2016-5-9;garage;8:45
veto;2016-5-9;light_off;8:43
veto;2016-5-9;clock;7:45
veto;2016-5-9;heater;7:15
veto;2016-5-9;light_on;7:46
veto;2016-5-9;coffee;7:55
veto;2016-5-9;shower_on;8:6
veto;2016-5-9;shower_off;8:10
veto;2016-5-9;toothbrush;8:12
veto;2016-5-10;garage;8:0
veto;2016-5-10;light_off;7:58
veto;2016-5-10;clock;7:0
veto;2016-5-10;heater;6:30
veto;2016-5-10;light_on;7:1
veto;2016-5-10;coffee;7:10
veto;2016-5-10;shower_on;7:19
veto;2016-5-10;shower_off;7:24
veto;2016-5-10;toothbrush;7:26
veto;2016-5-11;garage;8:30
veto;2016-5-11;light_off;8:28
veto;2016-5-11;clock;7:30
veto;2016-5-11;heater;7:0
veto;2016-5-11;light_on;7:31
veto;2016-5-11;coffee;7:39
veto;2016-5-11;shower_on;7:48
veto;2016-5-11;shower_off;7:53
veto;2016-5-11;toothbrush;7:55
veto;2016-5-12;garage;8:0
veto;2016-5-12;light_off;7:58
veto;2016-5-12;clock;7:0
veto;2016-5-12;heater;6:30
veto;2016-5-12;light_on;7:1
veto;2016-5-12;coffee;7:13
veto;2016-5-12;shower_on;7:21
veto;2016-5-12;shower_off;7:25
veto;2016-5-12;toothbrush;7:27
veto;2016-5-13;garage;8:30
veto;2016-5-13;light_off;8:28
veto;2016-5-13;clock;7:30
veto;2016-5-13;heater;7:0
veto;2016-5-13;light_on;7:31
veto;2016-5-13;coffee;7:42
veto;2016-5-13;shower_on;7:50
veto;2016-5-13;shower_off;7:55
veto;2016-5-13;toothbrush;7:57
veto;2016-5-14;garage;9:00
veto;2016-5-14;light_off;8:58
veto;2016-5-14;tv_off;8:55
veto;2016-5-14;clock;7:30
veto;2016-5-14;heater;7:0
veto;2016-5-14;light_on;7:31
veto;2016-5-14;coffee;7:45
veto;2016-5-14;tv_on;7:45
veto;2016-5-14;shower_on;8:24
veto;2016-5-14;shower_off;8:37
veto;2016-5-14;toothbrush;8:39
veto;2016-5-15;garage;10:00
veto;2016-5-15;light_off;9:58
veto;2016-5-15;tv_off;9:55
veto;2016-5-15;clock;8:30
veto;2016-5-15;heater;8:0
veto;2016-5-15;light_on;8:31
veto;2016-5-15;coffee;8:46
veto;2016-5-15;tv_on;8:46
veto;2016-5-15;shower_on;9:10
veto;2016-5-15;shower_off;9:19
veto;2016-5-15;toothbrush;9:21
veto;2016-5-16;garage;9:00
veto;2016-5-16;light_off;8:58
veto;2016-5-16;tv_off;8:55
veto;2016-5-16;clock;7:30
veto;2016-5-16;heater;7:0
veto;2016-5-16;light_on;7:31
veto;2016-5-16;coffee;7:44
veto;2016-5-16;tv_on;7:44
veto;2016-5-16;shower_on;8:14
veto;2016-5-16;shower_off;8:27
veto;2016-5-16;toothbrush;8:29
veto;2016-5-17;garage;8:45
veto;2016-5-17;light_off;8:43
veto;2016-5-17;clock;7:45
veto;2016-5-17;heater;7:15
veto;2016-5-17;light_on;7:46
veto;2016-5-17;coffee;7:57
veto;2016-5-17;shower_on;8:7
veto;2016-5-17;shower_off;8:13
veto;2016-5-17;toothbrush;8:15
veto;2016-5-18;garage;8:15
veto;2016-5-18;light_off;8:13
veto;2016-5-18;clock;7:15
veto;2016-5-18;heater;6:45
veto;2016-5-18;light_on;7:16
veto;2016-5-18;coffee;7:26
veto;2016-5-18;shower_on;7:35
veto;2016-5-18;shower_off;7:41
veto;2016-5-18;toothbrush;7:43
veto;2016-5-19;garage;8:45
veto;2016-5-19;light_off;8:43
veto;2016-5-19;clock;7:45
veto;2016-5-19;heater;7:15
veto;2016-5-19;light_on;7:46
veto;2016-5-19;coffee;7:53
veto;2016-5-19;shower_on;8:6
veto;2016-5-19;shower_off;8:13
veto;2016-5-19;toothbrush;8:15
veto;2016-5-20;garage;8:15
veto;2016-5-20;light_off;8:13
veto;2016-5-20;clock;7:15
veto;2016-5-20;heater;6:45
veto;2016-5-20;light_on;7:16
veto;2016-5-20;coffee;7:25
veto;2016-5-20;shower_on;7:35
veto;2016-5-20;shower_off;7:41
veto;2016-5-20;toothbrush;7:43
veto;2016-5-21;garage;10:00
veto;2016-5-21;light_off;9:58
veto;2016-5-21;tv_off;9:55
veto;2016-5-21;clock;8:30
veto;2016-5-21;heater;8:0
veto;2016-5-21;light_on;8:31
veto;2016-5-21;coffee;8:43
veto;2016-5-21;tv_on;8:43
veto;2016-5-21;shower_on;9:9
veto;2016-5-21;shower_off;9:21
veto;2016-5-21;toothbrush;9:23
veto;2016-5-22;garage;9:00
veto;2016-5-22;light_off;8:58
veto;2016-5-22;tv_off;8:55
veto;2016-5-22;clock;7:30
veto;2016-5-22;heater;7:0
veto;2016-5-22;light_on;7:31
veto;2016-5-22;coffee;7:48
veto;2016-5-22;tv_on;7:48
veto;2016-5-22;shower_on;8:17
veto;2016-5-22;shower_off;8:30
veto;2016-5-22;toothbrush;8:32
veto;2016-5-23;garage;8:45
veto;2016-5-23;light_off;8:43
veto;2016-5-23;clock;7:45
veto;2016-5-23;heater;7:15
veto;2016-5-23;light_on;7:46
veto;2016-5-23;coffee;7:56
veto;2016-5-23;shower_on;8:9
veto;2016-5-23;shower_off;8:15
veto;2016-5-23;toothbrush;8:17
veto;2016-5-24;garage;8:0
veto;2016-5-24;light_off;7:58
veto;2016-5-24;clock;7:0
veto;2016-5-24;heater;6:30
veto;2016-5-24;light_on;7:1
veto;2016-5-24;coffee;7:13
veto;2016-5-24;shower_on;7:21
veto;2016-5-24;shower_off;7:25
veto;2016-5-24;toothbrush;7:27
veto;2016-5-25;garage;7:30
veto;2016-5-25;light_off;7:28
veto;2016-5-25;clock;6:30
veto;2016-5-25;heater;6:0
veto;2016-5-25;light_on;6:31
veto;2016-5-25;coffee;6:42
veto;2016-5-25;shower_on;6:52
veto;2016-5-25;shower_off;6:57
veto;2016-5-25;toothbrush;6:59
veto;2016-5-26;garage;8:30
veto;2016-5-26;light_off;8:28
veto;2016-5-26;clock;7:30
veto;2016-5-26;heater;7:0
veto;2016-5-26;light_on;7:31
veto;2016-5-26;coffee;7:46
veto;2016-5-26;shower_on;7:58
veto;2016-5-26;shower_off;8:3
veto;2016-5-26;toothbrush;8:5
veto;2016-5-27;garage;8:0
veto;2016-5-27;light_off;7:58
veto;2016-5-27;clock;7:0
veto;2016-5-27;heater;6:30
veto;2016-5-27;light_on;7:1
veto;2016-5-27;coffee;7:13
veto;2016-5-27;shower_on;7:22
veto;2016-5-27;shower_off;7:28
veto;2016-5-27;toothbrush;7:30
veto;2016-5-28;garage;9:00
veto;2016-5-28;light_off;8:58
veto;2016-5-28;tv_off;8:55
veto;2016-5-28;clock;7:30
veto;2016-5-28;heater;7:0
veto;2016-5-28;light_on;7:31
veto;2016-5-28;coffee;7:45
veto;2016-5-28;tv_on;7:45
veto;2016-5-28;shower_on;8:14
veto;2016-5-28;shower_off;8:26
veto;2016-5-28;toothbrush;8:28
veto;2016-5-29;garage;10:00
veto;2016-5-29;light_off;9:58
veto;2016-5-29;tv_off;9:55
veto;2016-5-29;clock;8:30
veto;2016-5-29;heater;8:0
veto;2016-5-29;light_on;8:31
veto;2016-5-29;coffee;8:43
veto;2016-5-29;tv_on;8:43
veto;2016-5-29;shower_on;9:10
veto;2016-5-29;shower_off;9:20
veto;2016-5-29;toothbrush;9:22
veto;2016-5-30;garage;8:0
veto;2016-5-30;light_off;7:58
veto;2016-5-30;clock;7:0
veto;2016-5-30;heater;6:30
veto;2016-5-30;light_on;7:1
veto;2016-5-30;coffee;7:11
veto;2016-5-30;shower_on;7:22
veto;2016-5-30;shower_off;7:26
veto;2016-5-30;toothbrush;7:28
veto;2016-5-31;garage;7:45
veto;2016-5-31;light_off;7:43
veto;2016-5-31;clock;6:45
veto;2016-5-31;heater;6:15
veto;2016-5-31;light_on;6:46
veto;2016-5-31;coffee;6:56
veto;2016-5-31;shower_on;7:5
veto;2016-5-31;shower_off;7:10
veto;2016-5-31;toothbrush;7:12
veto;2016-6-1;garage;7:30
veto;2016-6-1;light_off;7:28
veto;2016-6-1;clock;6:30
veto;2016-6-1;heater;6:0
veto;2016-6-1;light_on;6:31
veto;2016-6-1;coffee;6:43
veto;2016-6-1;shower_on;6:55
veto;2016-6-1;shower_off;7:1
veto;2016-6-1;toothbrush;7:3
veto;2016-6-2;garage;7:30
veto;2016-6-2;light_off;7:28
veto;2016-6-2;clock;6:30
veto;2016-6-2;heater;6:0
